vial,cage,sex,cagediet,assaydiet,idmix,lifespan
155,3d,M,3,4,3M4,45.5
155,3d,M,3,4,3M4,45.5
155,3d,M,3,4,3M4,45.5
155,3d,M,3,4,3M4,45.5
155,3d,M,3,4,3M4,45.5
155,3d,M,3,4,3M4,45.5
155,3d,M,3,4,3M4,45.5
155,3d,M,3,4,3M4,45.5
155,3d,M,3,4,3M4,48
155,3d,M,3,4,3M4,48
155,3d,M,3,4,3M4,48
155,3d,M,3,4,3M4,48
155,3d,M,3,4,3M4,50
155,3d,M,3,4,3M4,50
155,3d,M,3,4,3M4,50
155,3d,M,3,4,3M4,50
155,3d,M,3,4,3M4,52.5
155,3d,M,3,4,3M4,52.5
155,3d,M,3,4,3M4,55
155,3d,M,3,4,3M4,55
155,3d,M,3,4,3M4,55
155,3d,M,3,4,3M4,57
155,3d,M,3,4,3M4,57
155,3d,M,3,4,3M4,57
155,3d,M,3,4,3M4,59.5
155,3d,M,3,4,3M4,59.5
155,3d,M,3,4,3M4,59.5
155,3d,M,3,4,3M4,59.5
155,3d,M,3,4,3M4,59.5
155,3d,M,3,4,3M4,62
155,3d,M,3,4,3M4,64
155,3d,M,3,4,3M4,64
155,3d,M,3,4,3M4,66.5
155,3d,M,3,4,3M4,71
155,3d,M,3,4,3M4,73.5
155,3d,M,3,4,3M4,73.5
156,3d,M,3,4,3M4,27
156,3d,M,3,4,3M4,36
156,3d,M,3,4,3M4,36
156,3d,M,3,4,3M4,41
156,3d,M,3,4,3M4,41
156,3d,M,3,4,3M4,41
156,3d,M,3,4,3M4,41
156,3d,M,3,4,3M4,43
156,3d,M,3,4,3M4,45.5
156,3d,M,3,4,3M4,45.5
156,3d,M,3,4,3M4,45.5
156,3d,M,3,4,3M4,45.5
156,3d,M,3,4,3M4,45.5
156,3d,M,3,4,3M4,45.5
156,3d,M,3,4,3M4,45.5
156,3d,M,3,4,3M4,45.5
156,3d,M,3,4,3M4,48
156,3d,M,3,4,3M4,48
156,3d,M,3,4,3M4,48
156,3d,M,3,4,3M4,48
156,3d,M,3,4,3M4,52.5
156,3d,M,3,4,3M4,52.5
156,3d,M,3,4,3M4,52.5
156,3d,M,3,4,3M4,52.5
156,3d,M,3,4,3M4,52.5
156,3d,M,3,4,3M4,52.5
156,3d,M,3,4,3M4,52.5
156,3d,M,3,4,3M4,55
156,3d,M,3,4,3M4,57
156,3d,M,3,4,3M4,57
156,3d,M,3,4,3M4,59.5
156,3d,M,3,4,3M4,59.5
156,3d,M,3,4,3M4,59.5
156,3d,M,3,4,3M4,59.5
156,3d,M,3,4,3M4,59.5
156,3d,M,3,4,3M4,62
156,3d,M,3,4,3M4,66.5
156,3d,M,3,4,3M4,66.5
156,3d,M,3,4,3M4,71
156,3d,M,3,4,3M4,73.5
25,4a,M,4,1,4M1,1
25,4a,M,4,1,4M1,13
25,4a,M,4,1,4M1,29
25,4a,M,4,1,4M1,36
25,4a,M,4,1,4M1,36
25,4a,M,4,1,4M1,36
25,4a,M,4,1,4M1,36
25,4a,M,4,1,4M1,38.5
25,4a,M,4,1,4M1,38.5
25,4a,M,4,1,4M1,38.5
25,4a,M,4,1,4M1,38.5
25,4a,M,4,1,4M1,38.5
25,4a,M,4,1,4M1,41
25,4a,M,4,1,4M1,45.5
25,4a,M,4,1,4M1,45.5
25,4a,M,4,1,4M1,45.5
25,4a,M,4,1,4M1,45.5
25,4a,M,4,1,4M1,45.5
25,4a,M,4,1,4M1,45.5
25,4a,M,4,1,4M1,45.5
25,4a,M,4,1,4M1,45.5
25,4a,M,4,1,4M1,45.5
25,4a,M,4,1,4M1,48
25,4a,M,4,1,4M1,48
25,4a,M,4,1,4M1,48
25,4a,M,4,1,4M1,48
25,4a,M,4,1,4M1,48
25,4a,M,4,1,4M1,52.5
25,4a,M,4,1,4M1,52.5
25,4a,M,4,1,4M1,52.5
25,4a,M,4,1,4M1,55
25,4a,M,4,1,4M1,55
25,4a,M,4,1,4M1,57
25,4a,M,4,1,4M1,57
25,4a,M,4,1,4M1,57
25,4a,M,4,1,4M1,59.5
25,4a,M,4,1,4M1,62
25,4a,M,4,1,4M1,62
25,4a,M,4,1,4M1,64
25,4a,M,4,1,4M1,69
26,4a,M,4,1,4M1,22
26,4a,M,4,1,4M1,34
26,4a,M,4,1,4M1,36
26,4a,M,4,1,4M1,36
26,4a,M,4,1,4M1,38.5
26,4a,M,4,1,4M1,38.5
26,4a,M,4,1,4M1,38.5
26,4a,M,4,1,4M1,38.5
26,4a,M,4,1,4M1,41
26,4a,M,4,1,4M1,43
26,4a,M,4,1,4M1,43
26,4a,M,4,1,4M1,43
26,4a,M,4,1,4M1,45.5
26,4a,M,4,1,4M1,45.5
26,4a,M,4,1,4M1,45.5
26,4a,M,4,1,4M1,45.5
26,4a,M,4,1,4M1,45.5
26,4a,M,4,1,4M1,45.5
26,4a,M,4,1,4M1,45.5
26,4a,M,4,1,4M1,45.5
26,4a,M,4,1,4M1,45.5
26,4a,M,4,1,4M1,48
26,4a,M,4,1,4M1,48
26,4a,M,4,1,4M1,48
26,4a,M,4,1,4M1,50
26,4a,M,4,1,4M1,50
26,4a,M,4,1,4M1,50
26,4a,M,4,1,4M1,52.5
26,4a,M,4,1,4M1,52.5
26,4a,M,4,1,4M1,52.5
26,4a,M,4,1,4M1,52.5
26,4a,M,4,1,4M1,52.5
26,4a,M,4,1,4M1,52.5
26,4a,M,4,1,4M1,55
26,4a,M,4,1,4M1,57
26,4a,M,4,1,4M1,59.5
26,4a,M,4,1,4M1,66.5
26,4a,M,4,1,4M1,66.5
26,4a,M,4,1,4M1,73.5
26,4a,M,4,1,4M1,76
27,4a,M,4,1,4M1,27
27,4a,M,4,1,4M1,27
27,4a,M,4,1,4M1,36
27,4a,M,4,1,4M1,38.5
27,4a,M,4,1,4M1,38.5
27,4a,M,4,1,4M1,41
27,4a,M,4,1,4M1,41
27,4a,M,4,1,4M1,43
27,4a,M,4,1,4M1,43
27,4a,M,4,1,4M1,43
27,4a,M,4,1,4M1,45.5
27,4a,M,4,1,4M1,45.5
27,4a,M,4,1,4M1,45.5
27,4a,M,4,1,4M1,45.5
27,4a,M,4,1,4M1,45.5
27,4a,M,4,1,4M1,45.5
27,4a,M,4,1,4M1,45.5
27,4a,M,4,1,4M1,45.5
27,4a,M,4,1,4M1,45.5
27,4a,M,4,1,4M1,48
27,4a,M,4,1,4M1,50
27,4a,M,4,1,4M1,50
27,4a,M,4,1,4M1,52.5
27,4a,M,4,1,4M1,52.5
27,4a,M,4,1,4M1,52.5
27,4a,M,4,1,4M1,52.5
27,4a,M,4,1,4M1,52.5
27,4a,M,4,1,4M1,52.5
27,4a,M,4,1,4M1,52.5
27,4a,M,4,1,4M1,52.5
27,4a,M,4,1,4M1,52.5
27,4a,M,4,1,4M1,55
27,4a,M,4,1,4M1,57
27,4a,M,4,1,4M1,59.5
27,4a,M,4,1,4M1,59.5
27,4a,M,4,1,4M1,59.5
27,4a,M,4,1,4M1,59.5
27,4a,M,4,1,4M1,62
27,4a,M,4,1,4M1,62
27,4a,M,4,1,4M1,64
49,4a,M,4,3,4M3,22
49,4a,M,4,3,4M3,27
49,4a,M,4,3,4M3,31.5
49,4a,M,4,3,4M3,31.5
49,4a,M,4,3,4M3,31.5
49,4a,M,4,3,4M3,34
49,4a,M,4,3,4M3,34
49,4a,M,4,3,4M3,36
49,4a,M,4,3,4M3,36
49,4a,M,4,3,4M3,36
49,4a,M,4,3,4M3,36
49,4a,M,4,3,4M3,36
49,4a,M,4,3,4M3,36
49,4a,M,4,3,4M3,36
49,4a,M,4,3,4M3,36
49,4a,M,4,3,4M3,36
49,4a,M,4,3,4M3,38.5
49,4a,M,4,3,4M3,38.5
49,4a,M,4,3,4M3,38.5
49,4a,M,4,3,4M3,38.5
49,4a,M,4,3,4M3,38.5
49,4a,M,4,3,4M3,38.5
49,4a,M,4,3,4M3,38.5
49,4a,M,4,3,4M3,38.5
49,4a,M,4,3,4M3,43
49,4a,M,4,3,4M3,43
49,4a,M,4,3,4M3,45.5
49,4a,M,4,3,4M3,45.5
49,4a,M,4,3,4M3,45.5
49,4a,M,4,3,4M3,45.5
49,4a,M,4,3,4M3,45.5
49,4a,M,4,3,4M3,45.5
49,4a,M,4,3,4M3,45.5
49,4a,M,4,3,4M3,45.5
49,4a,M,4,3,4M3,45.5
49,4a,M,4,3,4M3,48
49,4a,M,4,3,4M3,48
49,4a,M,4,3,4M3,48
49,4a,M,4,3,4M3,59.5
49,4a,M,4,3,4M3,59.5
50,4a,M,4,3,4M3,1
50,4a,M,4,3,4M3,15
50,4a,M,4,3,4M3,20
50,4a,M,4,3,4M3,24.5
50,4a,M,4,3,4M3,24.5
50,4a,M,4,3,4M3,24.5
50,4a,M,4,3,4M3,27
50,4a,M,4,3,4M3,29
50,4a,M,4,3,4M3,29
50,4a,M,4,3,4M3,31.5
50,4a,M,4,3,4M3,36
50,4a,M,4,3,4M3,36
50,4a,M,4,3,4M3,36
50,4a,M,4,3,4M3,36
50,4a,M,4,3,4M3,36
50,4a,M,4,3,4M3,36
50,4a,M,4,3,4M3,36
50,4a,M,4,3,4M3,36
50,4a,M,4,3,4M3,36
50,4a,M,4,3,4M3,36
50,4a,M,4,3,4M3,38.5
50,4a,M,4,3,4M3,41
50,4a,M,4,3,4M3,43
50,4a,M,4,3,4M3,43
50,4a,M,4,3,4M3,43
50,4a,M,4,3,4M3,43
50,4a,M,4,3,4M3,43
50,4a,M,4,3,4M3,45.5
50,4a,M,4,3,4M3,45.5
50,4a,M,4,3,4M3,45.5
50,4a,M,4,3,4M3,48
50,4a,M,4,3,4M3,48
50,4a,M,4,3,4M3,50
50,4a,M,4,3,4M3,50
50,4a,M,4,3,4M3,50
50,4a,M,4,3,4M3,50
50,4a,M,4,3,4M3,50
50,4a,M,4,3,4M3,52.5
50,4a,M,4,3,4M3,52.5
50,4a,M,4,3,4M3,52.5
51,4a,M,4,3,4M3,29
51,4a,M,4,3,4M3,34
51,4a,M,4,3,4M3,34
51,4a,M,4,3,4M3,36
51,4a,M,4,3,4M3,36
51,4a,M,4,3,4M3,36
51,4a,M,4,3,4M3,36
51,4a,M,4,3,4M3,38.5
51,4a,M,4,3,4M3,38.5
51,4a,M,4,3,4M3,38.5
51,4a,M,4,3,4M3,38.5
51,4a,M,4,3,4M3,41
51,4a,M,4,3,4M3,41
51,4a,M,4,3,4M3,41
51,4a,M,4,3,4M3,41
51,4a,M,4,3,4M3,41
51,4a,M,4,3,4M3,41
51,4a,M,4,3,4M3,41
51,4a,M,4,3,4M3,41
51,4a,M,4,3,4M3,41
51,4a,M,4,3,4M3,43
51,4a,M,4,3,4M3,43
51,4a,M,4,3,4M3,43
51,4a,M,4,3,4M3,43
51,4a,M,4,3,4M3,45.5
51,4a,M,4,3,4M3,45.5
51,4a,M,4,3,4M3,45.5
51,4a,M,4,3,4M3,45.5
51,4a,M,4,3,4M3,45.5
51,4a,M,4,3,4M3,45.5
51,4a,M,4,3,4M3,48
51,4a,M,4,3,4M3,48
51,4a,M,4,3,4M3,50
51,4a,M,4,3,4M3,50
51,4a,M,4,3,4M3,50
51,4a,M,4,3,4M3,50
51,4a,M,4,3,4M3,50
51,4a,M,4,3,4M3,52.5
51,4a,M,4,3,4M3,57
1,4a,M,4,4,4M4,27
1,4a,M,4,4,4M4,27
1,4a,M,4,4,4M4,27
1,4a,M,4,4,4M4,27
1,4a,M,4,4,4M4,34
1,4a,M,4,4,4M4,36
1,4a,M,4,4,4M4,36
1,4a,M,4,4,4M4,36
1,4a,M,4,4,4M4,41
1,4a,M,4,4,4M4,41
1,4a,M,4,4,4M4,41
1,4a,M,4,4,4M4,41
1,4a,M,4,4,4M4,43
1,4a,M,4,4,4M4,45.5
1,4a,M,4,4,4M4,45.5
1,4a,M,4,4,4M4,45.5
1,4a,M,4,4,4M4,45.5
1,4a,M,4,4,4M4,45.5
1,4a,M,4,4,4M4,45.5
1,4a,M,4,4,4M4,48
1,4a,M,4,4,4M4,48
1,4a,M,4,4,4M4,50
1,4a,M,4,4,4M4,50
1,4a,M,4,4,4M4,52.5
1,4a,M,4,4,4M4,52.5
1,4a,M,4,4,4M4,52.5
1,4a,M,4,4,4M4,52.5
1,4a,M,4,4,4M4,52.5
1,4a,M,4,4,4M4,52.5
1,4a,M,4,4,4M4,55
1,4a,M,4,4,4M4,55
1,4a,M,4,4,4M4,55
1,4a,M,4,4,4M4,55
1,4a,M,4,4,4M4,57
1,4a,M,4,4,4M4,57
1,4a,M,4,4,4M4,57
1,4a,M,4,4,4M4,57
1,4a,M,4,4,4M4,59.5
1,4a,M,4,4,4M4,66.5
1,4a,M,4,4,4M4,90
2,4a,M,4,4,4M4,8
2,4a,M,4,4,4M4,29
2,4a,M,4,4,4M4,29
2,4a,M,4,4,4M4,31.5
2,4a,M,4,4,4M4,31.5
2,4a,M,4,4,4M4,31.5
2,4a,M,4,4,4M4,31.5
2,4a,M,4,4,4M4,31.5
2,4a,M,4,4,4M4,36
2,4a,M,4,4,4M4,36
2,4a,M,4,4,4M4,36
2,4a,M,4,4,4M4,36
2,4a,M,4,4,4M4,36
2,4a,M,4,4,4M4,41
2,4a,M,4,4,4M4,41
2,4a,M,4,4,4M4,45.5
2,4a,M,4,4,4M4,45.5
2,4a,M,4,4,4M4,45.5
2,4a,M,4,4,4M4,48
2,4a,M,4,4,4M4,48
2,4a,M,4,4,4M4,50
2,4a,M,4,4,4M4,50
2,4a,M,4,4,4M4,50
2,4a,M,4,4,4M4,50
2,4a,M,4,4,4M4,52.5
2,4a,M,4,4,4M4,52.5
2,4a,M,4,4,4M4,55
2,4a,M,4,4,4M4,57
2,4a,M,4,4,4M4,59.5
2,4a,M,4,4,4M4,59.5
2,4a,M,4,4,4M4,59.5
2,4a,M,4,4,4M4,59.5
2,4a,M,4,4,4M4,59.5
2,4a,M,4,4,4M4,62
2,4a,M,4,4,4M4,62
2,4a,M,4,4,4M4,66.5
2,4a,M,4,4,4M4,66.5
2,4a,M,4,4,4M4,66.5
2,4a,M,4,4,4M4,66.5
2,4a,M,4,4,4M4,80.5
3,4a,M,4,4,4M4,24.5
3,4a,M,4,4,4M4,24.5
3,4a,M,4,4,4M4,27
3,4a,M,4,4,4M4,29
3,4a,M,4,4,4M4,31.5
3,4a,M,4,4,4M4,31.5
3,4a,M,4,4,4M4,36
3,4a,M,4,4,4M4,36
3,4a,M,4,4,4M4,38.5
3,4a,M,4,4,4M4,38.5
3,4a,M,4,4,4M4,38.5
3,4a,M,4,4,4M4,41
3,4a,M,4,4,4M4,41
3,4a,M,4,4,4M4,41
3,4a,M,4,4,4M4,41
3,4a,M,4,4,4M4,41
3,4a,M,4,4,4M4,41
3,4a,M,4,4,4M4,41
3,4a,M,4,4,4M4,41
3,4a,M,4,4,4M4,41
3,4a,M,4,4,4M4,43
3,4a,M,4,4,4M4,43
3,4a,M,4,4,4M4,43
3,4a,M,4,4,4M4,45.5
3,4a,M,4,4,4M4,52.5
3,4a,M,4,4,4M4,52.5
3,4a,M,4,4,4M4,52.5
3,4a,M,4,4,4M4,52.5
3,4a,M,4,4,4M4,52.5
3,4a,M,4,4,4M4,57
3,4a,M,4,4,4M4,57
3,4a,M,4,4,4M4,57
3,4a,M,4,4,4M4,57
3,4a,M,4,4,4M4,57
3,4a,M,4,4,4M4,59.5
3,4a,M,4,4,4M4,59.5
3,4a,M,4,4,4M4,59.5
3,4a,M,4,4,4M4,64
3,4a,M,4,4,4M4,66.5
3,4a,M,4,4,4M4,73.5
28,4b,M,4,1,4M1,31.5
28,4b,M,4,1,4M1,31.5
28,4b,M,4,1,4M1,36
28,4b,M,4,1,4M1,36
28,4b,M,4,1,4M1,36
28,4b,M,4,1,4M1,38.5
28,4b,M,4,1,4M1,38.5
28,4b,M,4,1,4M1,41
28,4b,M,4,1,4M1,41
28,4b,M,4,1,4M1,41
28,4b,M,4,1,4M1,41
28,4b,M,4,1,4M1,43
28,4b,M,4,1,4M1,43
28,4b,M,4,1,4M1,43
28,4b,M,4,1,4M1,45.5
28,4b,M,4,1,4M1,45.5
28,4b,M,4,1,4M1,45.5
28,4b,M,4,1,4M1,48
28,4b,M,4,1,4M1,50
28,4b,M,4,1,4M1,50
28,4b,M,4,1,4M1,50
28,4b,M,4,1,4M1,52.5
28,4b,M,4,1,4M1,52.5
28,4b,M,4,1,4M1,52.5
28,4b,M,4,1,4M1,52.5
28,4b,M,4,1,4M1,52.5
28,4b,M,4,1,4M1,52.5
28,4b,M,4,1,4M1,55
28,4b,M,4,1,4M1,55
28,4b,M,4,1,4M1,55
28,4b,M,4,1,4M1,57
28,4b,M,4,1,4M1,59.5
28,4b,M,4,1,4M1,59.5
28,4b,M,4,1,4M1,62
28,4b,M,4,1,4M1,62
28,4b,M,4,1,4M1,62
28,4b,M,4,1,4M1,64
28,4b,M,4,1,4M1,66.5
28,4b,M,4,1,4M1,66.5
28,4b,M,4,1,4M1,66.5
29,4b,M,4,1,4M1,8
29,4b,M,4,1,4M1,8
29,4b,M,4,1,4M1,10.5
29,4b,M,4,1,4M1,29
29,4b,M,4,1,4M1,31.5
29,4b,M,4,1,4M1,36
29,4b,M,4,1,4M1,36
29,4b,M,4,1,4M1,36
29,4b,M,4,1,4M1,38.5
29,4b,M,4,1,4M1,38.5
29,4b,M,4,1,4M1,38.5
29,4b,M,4,1,4M1,38.5
29,4b,M,4,1,4M1,41
29,4b,M,4,1,4M1,41
29,4b,M,4,1,4M1,45.5
29,4b,M,4,1,4M1,45.5
29,4b,M,4,1,4M1,45.5
29,4b,M,4,1,4M1,45.5
29,4b,M,4,1,4M1,45.5
29,4b,M,4,1,4M1,48
29,4b,M,4,1,4M1,48
29,4b,M,4,1,4M1,50
29,4b,M,4,1,4M1,50
29,4b,M,4,1,4M1,50
29,4b,M,4,1,4M1,50
29,4b,M,4,1,4M1,52.5
29,4b,M,4,1,4M1,52.5
29,4b,M,4,1,4M1,52.5
29,4b,M,4,1,4M1,52.5
29,4b,M,4,1,4M1,52.5
29,4b,M,4,1,4M1,52.5
29,4b,M,4,1,4M1,52.5
29,4b,M,4,1,4M1,57
29,4b,M,4,1,4M1,57
29,4b,M,4,1,4M1,57
29,4b,M,4,1,4M1,57
29,4b,M,4,1,4M1,57
29,4b,M,4,1,4M1,57
29,4b,M,4,1,4M1,57
29,4b,M,4,1,4M1,62
30,4b,M,4,1,4M1,8
30,4b,M,4,1,4M1,8
30,4b,M,4,1,4M1,31.5
30,4b,M,4,1,4M1,36
30,4b,M,4,1,4M1,36
30,4b,M,4,1,4M1,38.5
30,4b,M,4,1,4M1,38.5
30,4b,M,4,1,4M1,38.5
30,4b,M,4,1,4M1,41
30,4b,M,4,1,4M1,43
30,4b,M,4,1,4M1,45.5
30,4b,M,4,1,4M1,45.5
30,4b,M,4,1,4M1,45.5
30,4b,M,4,1,4M1,45.5
30,4b,M,4,1,4M1,45.5
30,4b,M,4,1,4M1,45.5
30,4b,M,4,1,4M1,45.5
30,4b,M,4,1,4M1,45.5
30,4b,M,4,1,4M1,45.5
30,4b,M,4,1,4M1,45.5
30,4b,M,4,1,4M1,45.5
30,4b,M,4,1,4M1,45.5
30,4b,M,4,1,4M1,45.5
30,4b,M,4,1,4M1,45.5
30,4b,M,4,1,4M1,45.5
30,4b,M,4,1,4M1,45.5
30,4b,M,4,1,4M1,48
30,4b,M,4,1,4M1,48
30,4b,M,4,1,4M1,48
30,4b,M,4,1,4M1,50
30,4b,M,4,1,4M1,52.5
30,4b,M,4,1,4M1,52.5
30,4b,M,4,1,4M1,52.5
30,4b,M,4,1,4M1,57
30,4b,M,4,1,4M1,57
30,4b,M,4,1,4M1,59.5
30,4b,M,4,1,4M1,59.5
30,4b,M,4,1,4M1,59.5
30,4b,M,4,1,4M1,59.5
30,4b,M,4,1,4M1,62
52,4b,M,4,3,4M3,10.5
52,4b,M,4,3,4M3,24.5
52,4b,M,4,3,4M3,31.5
52,4b,M,4,3,4M3,31.5
52,4b,M,4,3,4M3,34
52,4b,M,4,3,4M3,36
52,4b,M,4,3,4M3,36
52,4b,M,4,3,4M3,36
52,4b,M,4,3,4M3,36
52,4b,M,4,3,4M3,36
52,4b,M,4,3,4M3,36
52,4b,M,4,3,4M3,36
52,4b,M,4,3,4M3,38.5
52,4b,M,4,3,4M3,38.5
52,4b,M,4,3,4M3,38.5
52,4b,M,4,3,4M3,38.5
52,4b,M,4,3,4M3,38.5
52,4b,M,4,3,4M3,41
52,4b,M,4,3,4M3,41
52,4b,M,4,3,4M3,43
52,4b,M,4,3,4M3,45.5
52,4b,M,4,3,4M3,45.5
52,4b,M,4,3,4M3,45.5
52,4b,M,4,3,4M3,45.5
52,4b,M,4,3,4M3,45.5
52,4b,M,4,3,4M3,45.5
52,4b,M,4,3,4M3,45.5
52,4b,M,4,3,4M3,48
52,4b,M,4,3,4M3,48
52,4b,M,4,3,4M3,48
52,4b,M,4,3,4M3,48
52,4b,M,4,3,4M3,48
52,4b,M,4,3,4M3,48
52,4b,M,4,3,4M3,48
52,4b,M,4,3,4M3,48
52,4b,M,4,3,4M3,48
52,4b,M,4,3,4M3,48
52,4b,M,4,3,4M3,48
52,4b,M,4,3,4M3,52.5
52,4b,M,4,3,4M3,52.5
53,4b,M,4,3,4M3,8
53,4b,M,4,3,4M3,8
53,4b,M,4,3,4M3,24.5
53,4b,M,4,3,4M3,24.5
53,4b,M,4,3,4M3,29
53,4b,M,4,3,4M3,31.5
53,4b,M,4,3,4M3,31.5
53,4b,M,4,3,4M3,31.5
53,4b,M,4,3,4M3,34
53,4b,M,4,3,4M3,34
53,4b,M,4,3,4M3,36
53,4b,M,4,3,4M3,36
53,4b,M,4,3,4M3,36
53,4b,M,4,3,4M3,36
53,4b,M,4,3,4M3,36
53,4b,M,4,3,4M3,36
53,4b,M,4,3,4M3,36
53,4b,M,4,3,4M3,36
53,4b,M,4,3,4M3,38.5
53,4b,M,4,3,4M3,38.5
53,4b,M,4,3,4M3,38.5
53,4b,M,4,3,4M3,38.5
53,4b,M,4,3,4M3,41
53,4b,M,4,3,4M3,41
53,4b,M,4,3,4M3,43
53,4b,M,4,3,4M3,43
53,4b,M,4,3,4M3,45.5
53,4b,M,4,3,4M3,45.5
53,4b,M,4,3,4M3,45.5
53,4b,M,4,3,4M3,48
53,4b,M,4,3,4M3,48
53,4b,M,4,3,4M3,48
53,4b,M,4,3,4M3,48
53,4b,M,4,3,4M3,48
53,4b,M,4,3,4M3,48
53,4b,M,4,3,4M3,48
53,4b,M,4,3,4M3,50
53,4b,M,4,3,4M3,52.5
53,4b,M,4,3,4M3,52.5
53,4b,M,4,3,4M3,57
54,4b,M,4,3,4M3,8
54,4b,M,4,3,4M3,10.5
54,4b,M,4,3,4M3,20
54,4b,M,4,3,4M3,22
54,4b,M,4,3,4M3,24.5
54,4b,M,4,3,4M3,31.5
54,4b,M,4,3,4M3,34
54,4b,M,4,3,4M3,34
54,4b,M,4,3,4M3,34
54,4b,M,4,3,4M3,34
54,4b,M,4,3,4M3,34
54,4b,M,4,3,4M3,36
54,4b,M,4,3,4M3,36
54,4b,M,4,3,4M3,36
54,4b,M,4,3,4M3,36
54,4b,M,4,3,4M3,36
54,4b,M,4,3,4M3,38.5
54,4b,M,4,3,4M3,38.5
54,4b,M,4,3,4M3,38.5
54,4b,M,4,3,4M3,38.5
54,4b,M,4,3,4M3,38.5
54,4b,M,4,3,4M3,38.5
54,4b,M,4,3,4M3,38.5
54,4b,M,4,3,4M3,38.5
54,4b,M,4,3,4M3,38.5
54,4b,M,4,3,4M3,41
54,4b,M,4,3,4M3,41
54,4b,M,4,3,4M3,41
54,4b,M,4,3,4M3,41
54,4b,M,4,3,4M3,43
54,4b,M,4,3,4M3,43
54,4b,M,4,3,4M3,45.5
54,4b,M,4,3,4M3,45.5
54,4b,M,4,3,4M3,45.5
54,4b,M,4,3,4M3,45.5
54,4b,M,4,3,4M3,45.5
54,4b,M,4,3,4M3,48
54,4b,M,4,3,4M3,50
54,4b,M,4,3,4M3,52.5
54,4b,M,4,3,4M3,52.5
4,4b,M,4,4,4M4,36
4,4b,M,4,4,4M4,38.5
4,4b,M,4,4,4M4,38.5
4,4b,M,4,4,4M4,38.5
4,4b,M,4,4,4M4,41
4,4b,M,4,4,4M4,41
4,4b,M,4,4,4M4,41
4,4b,M,4,4,4M4,43
4,4b,M,4,4,4M4,43
4,4b,M,4,4,4M4,45.5
4,4b,M,4,4,4M4,45.5
4,4b,M,4,4,4M4,48
4,4b,M,4,4,4M4,48
4,4b,M,4,4,4M4,48
4,4b,M,4,4,4M4,48
4,4b,M,4,4,4M4,50
4,4b,M,4,4,4M4,50
4,4b,M,4,4,4M4,50
4,4b,M,4,4,4M4,50
4,4b,M,4,4,4M4,50
4,4b,M,4,4,4M4,52.5
4,4b,M,4,4,4M4,52.5
4,4b,M,4,4,4M4,52.5
4,4b,M,4,4,4M4,52.5
4,4b,M,4,4,4M4,52.5
4,4b,M,4,4,4M4,57
4,4b,M,4,4,4M4,57
4,4b,M,4,4,4M4,57
4,4b,M,4,4,4M4,57
4,4b,M,4,4,4M4,57
4,4b,M,4,4,4M4,57
4,4b,M,4,4,4M4,59.5
4,4b,M,4,4,4M4,59.5
4,4b,M,4,4,4M4,59.5
4,4b,M,4,4,4M4,59.5
4,4b,M,4,4,4M4,59.5
4,4b,M,4,4,4M4,62
4,4b,M,4,4,4M4,64
4,4b,M,4,4,4M4,66.5
4,4b,M,4,4,4M4,78
5,4b,M,4,4,4M4,10.5
5,4b,M,4,4,4M4,10.5
5,4b,M,4,4,4M4,31.5
5,4b,M,4,4,4M4,34
5,4b,M,4,4,4M4,36
5,4b,M,4,4,4M4,36
5,4b,M,4,4,4M4,38.5
5,4b,M,4,4,4M4,38.5
5,4b,M,4,4,4M4,38.5
5,4b,M,4,4,4M4,41
5,4b,M,4,4,4M4,41
5,4b,M,4,4,4M4,41
5,4b,M,4,4,4M4,43
5,4b,M,4,4,4M4,45.5
5,4b,M,4,4,4M4,45.5
5,4b,M,4,4,4M4,45.5
5,4b,M,4,4,4M4,45.5
5,4b,M,4,4,4M4,45.5
5,4b,M,4,4,4M4,45.5
5,4b,M,4,4,4M4,48
5,4b,M,4,4,4M4,48
5,4b,M,4,4,4M4,48
5,4b,M,4,4,4M4,50
5,4b,M,4,4,4M4,50
5,4b,M,4,4,4M4,50
5,4b,M,4,4,4M4,50
5,4b,M,4,4,4M4,50
5,4b,M,4,4,4M4,52.5
5,4b,M,4,4,4M4,52.5
5,4b,M,4,4,4M4,52.5
5,4b,M,4,4,4M4,55
5,4b,M,4,4,4M4,55
5,4b,M,4,4,4M4,57
5,4b,M,4,4,4M4,59.5
5,4b,M,4,4,4M4,59.5
5,4b,M,4,4,4M4,64
5,4b,M,4,4,4M4,64
5,4b,M,4,4,4M4,66.5
5,4b,M,4,4,4M4,69
5,4b,M,4,4,4M4,73.5
6,4b,M,4,4,4M4,29
6,4b,M,4,4,4M4,31.5
6,4b,M,4,4,4M4,36
6,4b,M,4,4,4M4,36
6,4b,M,4,4,4M4,38.5
6,4b,M,4,4,4M4,38.5
6,4b,M,4,4,4M4,43
6,4b,M,4,4,4M4,45.5
6,4b,M,4,4,4M4,45.5
6,4b,M,4,4,4M4,45.5
6,4b,M,4,4,4M4,45.5
6,4b,M,4,4,4M4,45.5
6,4b,M,4,4,4M4,45.5
6,4b,M,4,4,4M4,48
6,4b,M,4,4,4M4,48
6,4b,M,4,4,4M4,48
6,4b,M,4,4,4M4,48
6,4b,M,4,4,4M4,48
6,4b,M,4,4,4M4,50
6,4b,M,4,4,4M4,50
6,4b,M,4,4,4M4,50
6,4b,M,4,4,4M4,50
6,4b,M,4,4,4M4,52.5
6,4b,M,4,4,4M4,52.5
